Task time:,165.86362051963806
Urls,Visited count
https://www.lirmm.fr/,1
https://www.lirmm.fr/lirmm_eng,1
https://www.lirmm.fr/rssfeed/news,1
https://www.lirmm.fr/annuaire,1
https://www.lirmm.fr/acces-entreprises,8
https://www.lirmm.fr/acces-scientifiques,8
https://www.lirmm.fr/acces-etudiants,4
https://www.lirmm.fr/le-lirmm/presentation,5
https://www.lirmm.fr/le-lirmm/organisation,6
https://www.lirmm.fr/le-lirmm/chiffres-cle,7
https://www.lirmm.fr/le-lirmm/historique,8
https://www.lirmm.fr/le-lirmm/partenariats,8
https://www.lirmm.fr/le-lirmm/emplois,8
https://www.lirmm.fr/le-lirmm/organisation/les-services,9
https://www.lirmm.fr/actualites,8
https://www.lirmm.fr/agenda,8
https://www.lirmm.fr/recherche/departements,8
https://www.lirmm.fr/recherche/equipes,8
https://www.lirmm.fr/recherche/plateformes,8
https://www.lirmm.fr/recherche/publications,8
https://www.lirmm.fr/recherche/doctorants,8
https://www.lirmm.fr/recherche/theses-et-hdr-soutenues,8
https://www.lirmm.fr/recherche/conferences-et-ecoles-thematiques,8
https://www.lirmm.fr/recherche/sujets-de-these-proposes,8
https://www.lirmm.fr/innovation/nos-competences,8
https://www.lirmm.fr/innovation/partenariats-industriels,8
https://www.lirmm.fr/innovation/conseils-et-expertises,8
https://www.lirmm.fr/innovation/seminaires,8
https://www.lirmm.fr/innovation/creation-d-entreprises,8
https://www.lirmm.fr/international/international,8
https://www.lirmm.fr/contact-acces,8
http://www.lirmm.fr/le-lirmm/presentation,1
http://www.lirmm.fr/recherche/departements/info,1
http://www.lirmm.fr/recherche/equipes,1
http://www.lirmm.fr/recherche/plateformes/plateforme-informatique,1
http://www.lirmm.fr/recherche/departements/rob,1
http://www.lirmm.fr/recherche/plateformes/plateforme-robotique,1
http://www.lirmm.fr/recherche/departements/mic,1
http://www.lirmm.fr/recherche/plateformes/plateforme-microelectronique,1
https://www.lirmm.fr/actualites/webinaire-exploitez-l-intelligence-de-vos-documents-le-18-mars-2021-de-10h-a-12h-sur-zoom,1
https://www.lirmm.fr/actualites/acusurgical-leve-6-m-5-75m-dans-le-cadre-d-un-financement-de-serie-a,1
https://www.lirmm.fr/actualites/vendredi-19-fevrier-visite-de-mme-bourguignon-ministre-deleguee-a-l-autonomie-a-l-etape-au-pole-autonomie-sante-de-lattes,1
http://www.lirmm.fr/le-lirmm/emplois,2
https://www.lirmm.fr/le-lirmm/organisation/les-services/dist,8
https://www.lirmm.fr/le-lirmm/organisation/les-services/comm,8
https://www.lirmm.fr/lirmm_admin,9
https://www.lirmm.fr/content/view/sitemap/2,8
https://www.lirmm.fr/informations/informations-legales,8
https://www.lirmm.fr,1
https://www.lirmm.fr/lirmm_eng/rssfeed/news,1
https://www.lirmm.fr/lirmm_eng/directory,2
https://www.lirmm.fr/lirmm_eng/businesses,2
https://www.lirmm.fr/lirmm_eng/scientists,2
https://www.lirmm.fr/lirmm_eng/students,2
https://www.lirmm.fr/lirmm_eng/lirmm-lab/presentation,2
https://www.lirmm.fr/lirmm_eng/lirmm-lab/organization,2
https://www.lirmm.fr/lirmm_eng/lirmm-lab/key-figures,2
https://www.lirmm.fr/lirmm_eng/lirmm-lab/history,1
https://www.lirmm.fr/lirmm_eng/lirmm-lab/partnerships,1
https://www.lirmm.fr/lirmm_eng/lirmm-lab/jobs,1
https://www.lirmm.fr/lirmm_eng/lirmm-lab/central-services,1
https://www.lirmm.fr/lirmm_eng/news,1
https://www.lirmm.fr/lirmm_eng/agenda,1
https://www.lirmm.fr/lirmm_eng/research/departments,1
https://www.lirmm.fr/lirmm_eng/research/teams,1
https://www.lirmm.fr/lirmm_eng/research/plateformes,1
https://www.lirmm.fr/lirmm_eng/research/publications,1
https://www.lirmm.fr/lirmm_eng/research/phd-students,1
https://www.lirmm.fr/lirmm_eng/research/phds-and-hdrs-defended,1
https://www.lirmm.fr/lirmm_eng/research/conferences-and-summer-schools,1
https://www.lirmm.fr/lirmm_eng/research/phd-programs,1
https://www.lirmm.fr/lirmm_eng/innovation/our-skillset,1
https://www.lirmm.fr/lirmm_eng/innovation/partnerships,1
https://www.lirmm.fr/lirmm_eng/innovation/consulting-and-training,1
https://www.lirmm.fr/lirmm_eng/innovation/seminars,1
https://www.lirmm.fr/lirmm_eng/innovation/supporting-innovative-start-ups,1
https://www.lirmm.fr/lirmm_eng/international/international,1
https://www.lirmm.fr/lirmm_eng/contact-us,1
http://www.lirmm.fr/lirmm_eng/lirmm-lab/presentation,1
http://www.lirmm.fr/lirmm_eng/recherche/departements/info,1
http://www.lirmm.fr/lirmm_eng/recherche/equipes,1
http://www.lirmm.fr/lirmm_eng/research/plateformes/plateforme-informatique,1
http://www.lirmm.fr/lirmm_eng/recherche/departements/rob,1
http://www.lirmm.fr/lirmm_eng/recherche/plateformes/plateforme-robotique,1
http://www.lirmm.fr/lirmm_eng/recherche/departements/mic,1
http://www.lirmm.fr/lirmm_eng/research/plateformes/plateforme-microelectronique,1
https://www.lirmm.fr/lirmm_eng/news/webinaire-exploitez-l-intelligence-de-vos-documents-le-18-mars-2021-de-10h-a-12h-sur-zoom,1
https://www.lirmm.fr/lirmm_eng/news/acusurgical-leve-6-m-5-75m-dans-le-cadre-d-un-financement-de-serie-a,1
https://www.lirmm.fr/lirmm_eng/news/vendredi-19-fevrier-visite-de-mme-bourguignon-ministre-deleguee-a-l-autonomie-a-l-etape-au-pole-autonomie-sante-de-lattes,1
https://www.lirmm.fr/lirmm_eng/lirmm-lab/organization/central-services/dist,1
http://www.lirmm.fr/lirmm_eng/lirmm-lab/jobs,1
http://www.lirmm.fr/lirmm_eng/innovation/supporting-innovative-start-ups,1
http://www.lirmm.fr/lirmm_eng/innovation/partnerships,1
http://www.lirmm.fr/le-lirmm/organisation/les-services/comm,1
https://www.lirmm.fr/lirmm_eng/content/view/sitemap/2,1
https://www.lirmm.fr/lirmm_eng/information/terms-of-use,1
https://www.lirmm.fr/recherche/departements/info,1
https://www.lirmm.fr/recherche/departements/mic,1
https://www.lirmm.fr/recherche/departements/rob,1
https://www.lirmm.fr/recherche/plateformes-anc,1
https://www.lirmm.fr/le-lirmm/organisation/l-equipe-de-direction,1
https://www.lirmm.fr/le-lirmm/organisation/les-instances,1
https://www.lirmm.fr/le-lirmm/organisation/organigramme,1
http://www.lirmm.fr/le-lirmm/organisation/les-services,1
